"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"2544","NC_047877.1","DNA","dsDNA","Bordetella phage CN2","Bordetella virus CN2","Vojvodinavirus","Mesyanzhinovviridae",62030
"2545","NC_055902.1","DNA","dsDNA","uncultured phage cr131_1","Cacepaovirus simiae","Cacepaovirus","Suoliviridae",96717
"2546","NC_062581.1","DNA","dsDNA","Pseudomonas phage Psa21","Pseudomonas phage Psa21","Unknown","Unknown",305260
"2547","NC_062734.1","DNA","dsDNA","Synechococcus phage ACG-2014d","Lowelvirus tuscon4d","Lowelvirus","Kyanoviridae",179116
"2548","NC_028950.1","DNA","dsDNA","Ralstonia phage RSL2","Chiangmaivirus RSL2","Chiangmaivirus","Unknown",223932
"2549","NC_041877.1","DNA","dsDNA","Pseudomonas phage SM1","Samunavirus SM1","Samunavirus","Unknown",93191
"2550","NC_038553.1","DNA","dsDNA","Heterosigma akashiwo virus 01","Heterosigma akashiwo virus 01","Raphidovirus","Phycodnaviridae",274793
"2551","NC_049845.1","DNA","dsDNA","Klebsiella phage PhiKpNIH-2","Webervirus KpNIH2","Webervirus","Drexlerviridae",49477
"2552","NC_026271.1","DNA","ssDNA","Sewage-associated circular DNA virus-27","Sewage-associated circular DNA virus-27","Unknown","Unknown",2638
"2553","NC_003382.1","DNA","dsDNA-RT","Citrus yellow mosaic virus","Badnavirus tessellocitri","Badnavirus","Caulimoviridae",7559
"2554","NC_003831.1","DNA","ssDNA(+/-)","Chino del tomate virus","Chino del tomate virus","Begomovirus","Geminiviridae",2579
"2555","NC_048048.2","DNA","dsDNA","Caulobacter phage CcrSC","Bertelyvirus SC","Bertelyvirus","Unknown",317489
"2556","NC_017982.1","DNA","dsDNA","Betapolyomavirus equi","Betapolyomavirus equi","Betapolyomavirus","Polyomaviridae",4987
"2557","NC_040821.1","DNA","dsDNA","Glis glis polyomavirus 1","Betapolyomavirus gliris","Betapolyomavirus","Polyomaviridae",5338
"2558","NC_013803.1","DNA","ssDNA","Cotton leaf curl Burewala alphasatellite","Cotton leaf curl Burewala alphasatellite","Unknown","Alphasatellitidae",1366
"2559","NC_041837.1","DNA","dsDNA","Bacillus phage SPG24","Nitunavirus SPG24","Nitunavirus","Herelleviridae",264
"2560","NC_076155.1","DNA","ssDNA(-)","TTV-like mini virus","TTV-like mini virus","Betatorquevirus","Anelloviridae",2830
"2561","NC_017976.1","DNA","dsDNA","Bacillus phage PBC1","Pebcunavirus PBC1","Pebcunavirus","Unknown",41164
"2562","NC_040807.1","DNA","dsDNA-RT","Cacao swollen shoot Ghana J virus","Cacao swollen shoot Ghana J virus","Badnavirus","Caulimoviridae",7167
"2563","NC_048794.1","DNA","dsDNA","Salmonella phage VSe12","Tequintavirus VSe12","Tequintavirus","Demerecviridae",109654
"2564","NC_049967.1","DNA","dsDNA","Bacillus phage DK1","Hemphillvirus DK1","Hemphillvirus","Salasmaviridae",27180
"2565","NC_070988.1","DNA","dsDNA","Shigella phage SGF2","Shigella phage SGF2","Kuravirus","Unknown",76964
"2566","NC_010325.1","DNA","dsDNA","Bruynoghevirus LUZ24","Bruynoghevirus LUZ24","Bruynoghevirus","Unknown",45625
"2567","NC_031068.2","DNA","dsDNA","Pectobacterium phage PP16","Kotilavirus PP16","Kotilavirus","Autographiviridae",44268
"2568","NC_070927.1","DNA","dsDNA","Streptococcus phage SpGS-1","Streptococcus phage SpGS-1","Unknown","Unknown",37631
"2569","NC_055026.1","DNA","dsDNA","Ralstonia phage Dina","Dinavirus dina","Dinavirus","Unknown",39161
"2570","NC_029071.1","DNA","dsDNA","Salmonella phage 36","Tlsvirus tv36","Tlsvirus","Drexlerviridae",41085
"2571","NC_055048.1","DNA","dsDNA","Staphylococcus phage phiSa2wa_st78","Triavirus st78","Triavirus","Unknown",45878
"2572","NC_009553.1","DNA","ssDNA(+/-)","Tobacco leaf curl Thailand virus","Tobacco leaf curl Thailand virus","Begomovirus","Geminiviridae",2752
"2573","NC_006650.1","DNA","dsDNA","Bracoviriform congregatae","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae",18768
"2574","NC_040371.1","DNA","ssDNA","Lynx canadensis faeces associated genomovirus CL1 148","Gemycircularvirus lynca4","Gemycircularvirus","Genomoviridae",2188
"2575","NC_070663.1","DNA","dsDNA","Streptococcus phage CHPC1046","Streptococcus phage CHPC1046","Moineauvirus","Aliceevansviridae",34790
"2576","NC_050149.1","DNA","dsDNA","Pseudomonas phage vB_PaeM_USP_1","Pbunavirus USP1","Pbunavirus","Unknown",65918
"2577","NC_060132.1","DNA","dsDNA","Gordonia phage Trax","Gordonia phage Trax","Unknown","Unknown",75943
"2578","NC_023727.1","DNA","dsDNA","Mycobacterium phage Vista","Pegunavirus soto","Pegunavirus","Unknown",68494
"2579","NC_048766.1","DNA","dsDNA","Pantoea phage vB_PagM_AAM37","Dibbivirus AAM37","Dibbivirus","Unknown",49990
"2580","NC_054807.1","DNA","dsDNA","Mycobacterium phage Bugsy","Turbidovirus bugsy","Turbidovirus","Unknown",49937
"2581","NC_071129.1","DNA","dsDNA","Klebsiella phage BUCT_49532","Klebsiella phage BUCT_49532","Jedunavirus","Unknown",49532
"2582","NC_005857.1","DNA","dsDNA","Klebsiella phage phiKO2","Klebsiella phage phiKO2","Unknown","Unknown",51601
"2583","NC_034221.1","DNA","dsDNA","Miniopterus schreibersii polyomavirus 2","Alphapolyomavirus secumischreibersii","Alphapolyomavirus","Polyomaviridae",4877
"2584","NC_002077.1","DNA","ssDNA(+/-)","Adeno-associated virus - 1","Dependoparvovirus primate1","Dependoparvovirus","Parvoviridae",4718
"2585","NC_007212.1","DNA","ssDNA","Ludwigia yellow vein virus-associated DNA beta","Ludwigia yellow vein virus-associated DNA beta","Betasatellite","Tolecusatellitidae",1347
"2586","NC_001720.1","DNA","dsDNA","Fowl aviadenovirus A","Fowl aviadenovirus A","Aviadenovirus","Adenoviridae",43804
"2587","NC_073462.1","DNA","dsDNA","Streptomyces phage Ibantik","Streptomyces phage Ibantik","Unknown","Unknown",56362
"2588","NC_003556.1","DNA","ssDNA(+/-)","Eupatorium yellow vein mosaic virus","Eupatorium yellow vein mosaic virus","Begomovirus","Geminiviridae",2766
"2589","NC_054723.1","DNA","dsDNA","Gordonia phage Pupper","Puppervirus Pupper","Puppervirus","Unknown",150830
"2590","NC_005330.1","DNA","ssDNA(+/-)","Sida micrantha mosaic virus","Sida micrantha mosaic virus","Begomovirus","Geminiviridae",2675
"2591","NC_028929.1","DNA","dsDNA","Listeria phage vB_LmoS_293","Listeria phage vB_LmoS_293","Unknown","Unknown",40759
"2592","NC_048760.1","DNA","dsDNA","Salmonella phage Sepoy","Epseptimavirus sepoy","Epseptimavirus","Demerecviridae",114080
"2593","NC_047726.1","DNA","dsDNA","Staphylococcus phage MSA6","Kayvirus G1","Kayvirus","Herelleviridae",148243
"2594","NC_053211.1","DNA","dsDNA","Gordonia phage Tiamoceli","Dexdertvirus tiamoceli","Dexdertvirus","Unknown",55829
"2595","NC_070956.1","DNA","dsDNA","Aeromonas phage LAh10","Aeromonas phage LAh10","Unknown","Unknown",260310
"2596","NC_076137.1","DNA","ssDNA","Sida yellow vein Vietnam virus satellite DNA beta","Sida yellow vein Vietnam virus satellite DNA beta","Betasatellite","Tolecusatellitidae",1333
"2597","NC_077087.1","DNA","ssDNA(+/-)","Labrador amdoparvovirus 1","Labrador amdoparvovirus 1","Amdoparvovirus","Parvoviridae",4203
"2598","NC_005842.1","DNA","ssDNA(+/-)","Tomato leaf curl Iran virus","Tomato leaf curl Iran virus","Begomovirus","Geminiviridae",2763
"2599","NC_030916.1","DNA","dsDNA","Tsukamurella phage TPA4","Tsukamurella phage TPA4","Unknown","Unknown",56212
"2600","NC_008948.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",4442
"2601","NC_024689.1","DNA","ssDNA","HCBI8.215 virus","Gemykibivirus bovas1","Gemykibivirus","Genomoviridae",2152
"2602","NC_001629.1","DNA","dsDNA","Lactococcus phage bIL67","Ceduovirus bIL67","Ceduovirus","Unknown",22195
"2603","NC_040667.1","DNA","ssDNA","Odonata-associated circular virus-4","Odonata-associated circular virus-4","Unknown","Unknown",2046
"2604","NC_048818.1","DNA","dsDNA","Escherichia phage VEc33","Tequintavirus VEc33","Tequintavirus","Demerecviridae",108640
"2605","NC_024477.1","DNA","ssDNA","McMurdo Ice Shelf pond-associated circular DNA virus-1","McMurdo Ice Shelf pond-associated circular DNA virus-1","Unknown","Unknown",2089
"2606","NC_007655.1","DNA","ssDNA","Bitter gourd leaf curl betasatellite","Luffa puckering and leaf distortion-associated DNA beta","Betasatellite","Tolecusatellitidae",1354
"2607","NC_001343.1","DNA","dsDNA-RT","Commelina yellow mottle virus","Badnavirus maculacommelinae","Badnavirus","Caulimoviridae",7489
"2608","NC_041923.1","DNA","dsDNA","Salmonella phage Mushroom","Felixounavirus mushroom","Felixounavirus","Unknown",87709
"2609","NC_042344.1","DNA","dsDNA","Xylella phage Sano","Xylella virus Sano","Sanovirus","Casjensviridae",56147
"2610","NC_023160.1","DNA","ssDNA(+)","Pea necrotic yellow dwarf virus","Pea necrotic yellow dwarf virus","Nanovirus","Nanoviridae",978
"2611","NC_011142.1","DNA","dsDNA","Iodobacter phage PhiPLPE","Iodovirus PLPE","Iodovirus","Unknown",47453
"2612","NC_004736.1","DNA","ssDNA(+)","Vibrio phage VGJ","Fibrovirus VGJ","Fibrovirus","Inoviridae",7542
"2613","NC_054785.1","DNA","dsDNA","Mycobacterium phage DarthPhader","Refugevirus darthphader","Refugevirus","Unknown",53432
"2614","NC_055036.1","DNA","dsDNA","Staphylococcus phage IME1348_01","Rockefellervirus IME134801","Rockefellervirus","Unknown",42371
"2615","NC_054655.1","DNA","dsDNA","Streptomyces phage Celia","Celiavirus celia","Celiavirus","Unknown",50493
"2616","NC_074639.1","DNA","dsDNA","Methanophagales virus GBV301","Methanophagales virus GBV301","Unknown","Unknown",71795
"2617","NC_003567.1","DNA","ssDNA","Faba bean necrotic yellows C9 alphasatellite","Faba bean necrotic yellows alphasatellite 2","Fabenesatellite","Alphasatellitidae",1007
"2618","NC_028119.1","DNA","dsDNA","Common vole polyomavirus","Betapolyomavirus marvalis","Betapolyomavirus","Polyomaviridae",5024
"2619","NC_008934.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2309
"2620","NC_070958.1","DNA","dsDNA","Aeromonas phage D6","Aeromonas phage D6","Unknown","Unknown",259831
"2621","NC_020206.1","DNA","ssDNA(+/-)","Cyclovirus roach","Cyclovirus roach","Cyclovirus","Circoviridae",1719
"2622","NC_033747.1","DNA","ssDNA","Thrips-associated genomovirus 4","Gemykolovirus echia1","Gemykolovirus","Genomoviridae",2243
"2623","NC_028697.1","DNA","dsDNA","Streptococcus phage A25","Streptococcus phage A25","Unknown","Unknown",33900
"2624","NC_040687.1","DNA","ssDNA(-)","Rodent Torque teno virus 7","Wawtorquevirus crice3","Wawtorquevirus","Anelloviridae",2379
"2625","NC_022763.1","DNA","dsDNA","Bacillus phage Spock","Bequatrovirus spock","Bequatrovirus","Herelleviridae",164297
"2626","NC_028932.1","DNA","dsDNA","Mycobacterium phage Serenity","Mycobacterium phage Serenity","Fromanvirus","Unknown",52088
"2627","NC_051622.1","DNA","dsDNA","Mycobacterium phage MarkPhew","Anayavirus markphew","Anayavirus","Unknown",62153
"2628","NC_014567.1","DNA","dsDNA","Saimiriine alphaherpesvirus 1","Simplexvirus saimiriinealpha1","Simplexvirus","Orthoherpesviridae",156742
"2629","NC_077211.1","DNA","dsDNA","Yangshan Harbor Nitrososphaeria virus","Yangshan Harbor Nitrososphaeria virus","Unknown","Unknown",36645
"2630","NC_020881.1","DNA","dsDNA-RT","Long-fingered bat hepatitis B virus","Long-fingered bat hepatitis B virus","Orthohepadnavirus","Hepadnaviridae",3230
"2631","NC_001699.1","DNA","dsDNA","JC polyomavirus","Betapolyomavirus secuhominis","Betapolyomavirus","Polyomaviridae",5130
"2632","NC_007605.1","DNA","dsDNA","Human gammaherpesvirus 4","Lymphocryptovirus humangamma4","Lymphocryptovirus","Orthoherpesviridae",171823
"2633","NC_031340.1","DNA","ssDNA(+/-)","Grapevine geminivirus A","Grapevine geminivirus A","Maldovirus","Geminiviridae",2905
"2634","NC_049430.1","DNA","dsDNA","Vibrio phage 1.026.O._10N.222.49.C7","Nahantvirus 49C7","Nahantvirus","Schitoviridae",75880
"2635","NC_021790.1","DNA","dsDNA","Cellulophaga phage phi18:1","Helsingorvirus Cba181","Helsingorvirus","Unknown",39189
"2636","NC_076233.1","DNA","ssDNA(-)","Torque teno mini virus 10","Betatorquevirus homini10","Betatorquevirus","Anelloviridae",2892
"2637","NC_047869.1","DNA","dsDNA","Rhizobium phage RHEph08","Cuernavacavirus RHEph08","Cuernavacavirus","Autographiviridae",43619
"2638","NC_073461.1","DNA","dsDNA","Streptomyces phage Gilgamesh","Streptomyces phage Gilgamesh","Unknown","Unknown",129136
"2639","NC_073467.1","DNA","dsDNA","Microbacterium phage PineapplePizza","Microbacterium phage PineapplePizza","Unknown","Unknown",16662
"2640","NC_023607.1","DNA","dsDNA","Mycobacterium phage 40AC","Santafevirus sf40AC","Santafevirus","Unknown",53396
"2641","NC_023592.1","DNA","dsDNA; ssDNA","Haloarcula hispanica pleomorphic virus 2","Alphapleolipovirus HHPV2","Alphapleolipovirus","Pleolipoviridae",8176
"2642","NC_018616.1","DNA","dsDNA-RT","Dahlia mosaic virus","Caulimovirus tessellodahliae","Caulimovirus","Caulimoviridae",7916
"2643","NC_021323.1","DNA","dsDNA","Staphylococcus phage StauST398-2","Triavirus StauST3982","Triavirus","Unknown",45572
"2644","NC_054991.1","DNA","dsDNA","Lactococcus phage 20R03M","Ceduovirus cv20R03M","Ceduovirus","Unknown",21750
"2645","NC_049852.1","DNA","dsDNA","Escherichia phage egaa","Hanrivervirus egaa","Hanrivervirus","Drexlerviridae",51643
"2646","NC_028857.1","DNA","dsDNA","Citrobacter phage Merlin","Moonvirus merlin","Moonvirus","Straboviridae",172733
"2647","NC_070776.1","DNA","dsDNA","Kosakonia phage 305","Kosakonia phage 305","Kanagawavirus","Straboviridae",174783
"2648","NC_030471.1","DNA","ssDNA(+/-)","Circovirus-like genome DHCV-1","Circovirus-like genome DHCV-1","Unknown","Circoviridae",1173
"2649","NC_025380.1","DNA","dsDNA","Gorilla gorilla gorilla polyomavirus 1","Alphapolyomavirus gorillae","Alphapolyomavirus","Polyomaviridae",5300
"2650","NC_049406.1","DNA","dsDNA","Lactococcus phage 57001","Skunavirus sv57001","Skunavirus","Unknown",31819
"2651","NC_023856.1","DNA","dsDNA","Salmonella phage vB-SalM-SJ2","Kuttervirus SJ2","Kuttervirus","Ackermannviridae",152460
"2652","NC_055779.1","DNA","dsDNA","Gordonia phage Tangent","Vividuovirus tangent","Vividuovirus","Unknown",58281
"2653","NC_004650.1","DNA","ssDNA(+/-)","Sweet potato leaf curl virus","Sweet potato leaf curl virus","Begomovirus","Geminiviridae",2828
"2654","NC_070821.1","DNA","dsDNA","Pseudoalteromonas phage Maelstrom","Pseudoalteromonas phage Maelstrom","Unknown","Unknown",45263
"2655","NC_048861.1","DNA","dsDNA","Proteus phage Privateer","Privateervirus privateer","Privateervirus","Unknown",90710
"2656","NC_062735.1","DNA","dsDNA","Synechococcus phage ACG-2014j","Potamoivirus tusconj","Potamoivirus","Kyanoviridae",192117
"2657","NC_030795.1","DNA","dsDNA","Bos taurus papillomavirus 13","Deltapapillomavirus 4","Deltapapillomavirus","Papillomaviridae",7961
"2658","NC_025436.1","DNA","dsDNA","Shewanella sp. phage 1/4","Shewanella sp. phage 1/4","Unknown","Unknown",133824
"2659","NC_028998.1","DNA","dsDNA","Phormidium phage MIS-PhV1B","Phormidium phage MIS-PhV1B","Unknown","Unknown",41291
"2660","NC_038679.1","DNA","ssDNA","Papaya leaf curl China betasatellite [China:Hainan:2014]","Papaya leaf curl China betasatellite","Betasatellite","Tolecusatellitidae",1350
"2661","NC_008997.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",6654
"2662","NC_054896.1","DNA","dsDNA","Escherichia phage tiwna","Warwickvirus tiwna","Warwickvirus","Drexlerviridae",51014
"2663","NC_043200.1","DNA","ssDNA","New World begomovirus associated satellite DNA isolate H1","Sida golden yellow vein deltasatellite 1","Deltasatellite","Tolecusatellitidae",687
"2664","NC_041839.1","DNA","dsDNA","Bacillus phage SPG24","Nitunavirus SPG24","Nitunavirus","Herelleviridae",243
"2665","NC_038485.1","DNA","ssDNA","Pacific flying fox faeces associated gemycircularvirus-2","Gemycircularvirus ptero2","Gemycircularvirus","Genomoviridae",2250
"2666","NC_019933.2","DNA","dsDNA","Xanthomonas phage CP1","Klementvirus CP1","Klementvirus","Unknown",43870
"2667","NC_015290.1","DNA","dsDNA","Prochlorococcus phage P-SSM7","Palaemonvirus pssm7","Palaemonvirus","Kyanoviridae",182180
"2668","NC_047889.1","DNA","dsDNA","Escherichia phage mutPK1A2","Vectrevirus mutPK1A2","Vectrevirus","Autographiviridae",44784
"2669","NC_071056.1","DNA","dsDNA","Streptococcus phage P0092","Streptococcus phage P0092","Unknown","Unknown",34580
"2670","NC_031237.1","DNA","dsDNA","Gordonia phage Obliviate","Gordonia phage Obliviate","Jujuvirus","Unknown",49286
"2671","NC_002687.1","DNA","dsDNA","Ectocarpus siliculosus virus 1","Ectocarpus siliculosus virus 1","Phaeovirus","Phycodnaviridae",335593
"2672","NC_051609.1","DNA","dsDNA","Mycobacterium phage Ellie","Amginevirus ellie","Amginevirus","Unknown",61945
"2673","NC_026605.1","DNA","dsDNA","Mycobacterium phage Malithi","Fishburnevirus malithi","Fishburnevirus","Unknown",46869
"2674","NC_022091.1","DNA","dsDNA","Pseudomonas phage MPK7","Phikmvvirus MPK7","Phikmvvirus","Autographiviridae",42874
"2675","NC_076126.1","DNA","dsDNA","Red-eared slider adenovirus 1","Pond slider testadenovirus A","Testadenovirus","Adenoviridae",14776
"2676","NC_054919.1","DNA","dsDNA","Escherichia phage vB_EcoM_G4507","Tequatrovirus gee4507","Tequatrovirus","Straboviridae",168828
"2677","NC_051604.1","DNA","dsDNA","Mycobacterium phage Hurricane","Keshuvirus hurricane","Keshuvirus","Unknown",61318
"2678","NC_047763.1","DNA","dsDNA","Streptococcus phage 9873","Streptococcus phage 9873","Unknown","Unknown",32813
"2679","NC_073617.1","DNA","dsDNA","Pseudomonas phage YS35","Pakpunavirus CAb02","Pakpunavirus","Unknown",93296
"2680","NC_005812.1","DNA","ssDNA(+/-)","Tomato yellow leaf curl Kanchanaburi virus","Tomato yellow leaf curl Kanchanaburi virus","Begomovirus","Geminiviridae",2752
"2681","NC_049409.1","DNA","dsDNA","Lactococcus phage 63302","Skunavirus sv63302","Skunavirus","Unknown",31883
"2682","NC_008985.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",4914
"2683","NC_013423.1","DNA","ssDNA","Vernonia yellow vein betasatellite","Vernonia yellow vein betasatellite","Betasatellite","Tolecusatellitidae",1364
"2684","NC_031045.1","DNA","dsDNA","Salmonella phage GG32","Kuttervirus GG32","Kuttervirus","Ackermannviridae",157855
"2685","NC_039059.1","DNA","ssDNA","Chicken associated huchismacovirus 1","Huchismacovirus chicas1","Huchismacovirus","Smacoviridae",2408
"2686","NC_044939.1","DNA","dsDNA","Heliothis virescens ascovirus 3g","Ascovirus TnAV2a","Ascovirus","Ascoviridae",199721
"2687","NC_054973.1","DNA","dsDNA","Staphylococcus phage Baq_Sau1","Dubowvirus baqsau1","Dubowvirus","Unknown",44384
"2688","NC_008839.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",1750
"2689","NC_054433.1","DNA","dsDNA","Mycobacterium phage Weirdo19","Rosariovirus Weirdo19ES","Rosariovirus","Unknown",52581
"2690","AC_000016.1","DNA","dsDNA","Turkey siadenovirus A","Turkey siadenovirus A","Siadenovirus","Adenoviridae",26263
"2691","NC_076112.1","DNA","dsDNA","Mayetiola barley midge adintovirus","Alphadintovirus mayetiola","Alphadintovirus","Adintoviridae",12571
"2692","NC_073329.1","DNA","dsDNA","Arthrobacter phage Breylor17","Arthrobacter phage Breylor17","Gordonvirus","Unknown",57822
"2693","NC_024143.1","DNA","dsDNA","Mycobacterium phage Lamina13","Mycobacterium phage Lamina13","Fromanvirus","Unknown",53255
"2694","NC_020158.1","DNA","dsDNA","Haloarcula vallismortis tailed virus 1","Tredecimvirus HVTV1","Tredecimvirus","Druskaviridae",102319
"2695","NC_043319.1","DNA","dsDNA","Bracoviriform facetosae","Bracoviriform facetosae","Bracoviriform","Polydnaviriformidae",20527
"2696","NC_062758.1","DNA","dsDNA","Halorubrum tailed virus 10","Haloferacalesvirus HRTV10","Haloferacalesvirus","Hafunaviridae",76759
"2697","NC_028971.1","DNA","dsDNA","Pseudomonas phage DL68","Pseudomonas virus DL68","Pbunavirus","Unknown",66111
"2698","NC_062757.1","DNA","dsDNA","Haloarcula tailed virus 3","Hatrivirus HATV3","Hatrivirus","Pyrstoviridae",42293
"2699","NC_015398.1","DNA","dsDNA","Clostera anachoreta granulovirus","Betabaculovirus clanachoretae","Betabaculovirus","Baculoviridae",101487
"2700","NC_041916.1","DNA","dsDNA","Vibrio phage pTD1","Tidunavirus pTD1","Tidunavirus","Unknown",239276
"2701","NC_023430.1","DNA","ssDNA","Dragonfly larvae associated circular virus-4","Dragonfly larvae associated circular virus-4","Unknown","Unknown",2121
"2702","NC_023880.1","DNA","ssDNA","Faba bean necrotic stunt alphasatellite 2","Faba bean necrotic stunt alphasatellite 2","Unknown","Alphasatellitidae",995
"2703","AC_000020.1","DNA","dsDNA","Canine adenovirus 2","Canine mastadenovirus A","Mastadenovirus","Adenoviridae",31323
"2704","NC_005888.1","DNA","dsDNA-RT","Ross's goose hepatitis B virus","Duck hepatitis B virus","Avihepadnavirus","Hepadnaviridae",3018
"2705","NC_028635.1","DNA","dsDNA","Pan troglodytes verus polyomavirus 8","Betapolyomavirus octipanos","Betapolyomavirus","Polyomaviridae",5163
"2706","NC_029010.1","DNA","dsDNA","Staphylococcus phage SA97","Dubowvirus SA97","Dubowvirus","Unknown",40592
"2707","NC_012639.1","DNA","dsDNA","Euproctis pseudoconspersa nucleopolyhedrovirus","Alphabaculovirus eupseudoconspersae","Alphabaculovirus","Baculoviridae",141291
"2708","NC_014845.1","DNA","ssDNA(+/-)","Bhendi yellow vein India virus [India:Dharwad OYDWR2:2006]","Bhendi yellow vein India virus","Begomovirus","Geminiviridae",2739
"2709","NC_055868.1","DNA","dsDNA","uncultured phage cr50_1","Cohcovirus hiberniae","Cohcovirus","Suoliviridae",98826
"2710","NC_073197.1","DNA","dsDNA","Salmonella phage vB_SenS_ER23","Salmonella phage vB_SenS_ER23","Jerseyvirus","Unknown",43125
"2711","NC_040190.1","DNA","ssDNA(+/-)","Common bean severe mosaic virus","Common bean severe mosaic virus","Begomovirus","Geminiviridae",2577
"2712","NC_047868.1","DNA","dsDNA","Rhizobium phage RHEph02","Cuernavacavirus RHEph02","Cuernavacavirus","Autographiviridae",46486
"2713","NC_047979.1","DNA","dsDNA","Escherichia phage Gostya9","Tequintavirus gostya9","Tequintavirus","Demerecviridae",101665
"2714","NC_076964.1","DNA","dsDNA","Equid herpesvirus 6","Equid herpesvirus 6","Varicellovirus","Orthoherpesviridae",147609
"2715","NC_014895.1","DNA","ssDNA","Bhendi yellow vein mosaic betasatellite [India:Coimbator:OYCO1:2005]","Bhendi yellow vein mosaic betasatellite","Betasatellite","Tolecusatellitidae",1373
"2716","NC_027645.1","DNA","ssDNA(+)","Gokushovirinae Fen7875_21","Gokushovirinae Fen7875_21","Unknown","Microviridae",4631
"2717","NC_011756.1","DNA","dsDNA","Pseudomonas phage SN","Pbunavirus SN","Pbunavirus","Unknown",66390
"2718","NC_023704.1","DNA","dsDNA","Mycobacterium phage Doom","Fromanvirus doom","Fromanvirus","Unknown",51421
"2719","NC_005337.1","DNA","dsDNA","Bovine papular stomatitis virus","Bovine papular stomatitis virus","Parapoxvirus","Poxviridae",134431
"2720","NC_003266.2","DNA","dsDNA","Human mastadenovirus E","Human mastadenovirus E","Mastadenovirus","Adenoviridae",35994
"2721","NC_040695.1","DNA","ssDNA(+/-)","Rousettus leschenaultii bocaparvovirus 1","Bocaparvovirus chiropteran5","Bocaparvovirus","Parvoviridae",5038
"2722","NC_018842.1","DNA","dsDNA","Propionibacterium phage P1.1","Pahexavirus P11","Pahexavirus","Unknown",29348
"2723","NC_008969.1","DNA","dsDNA","Ichnoviriform fugitivi","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae",3957
"2724","NC_013098.1","DNA","ssDNA(+)","Faba bean necrotic stunt virus","Faba bean necrotic stunt virus","Nanovirus","Nanoviridae",981
"2725","NC_014766.1","DNA","dsDNA","Ostreococcus lucimarinus virus 1","Ostreococcus lucimarinus virus 1","Prasinovirus","Phycodnaviridae",194022
"2726","NC_055834.1","DNA","dsDNA","Enterococcus phage vipetofem","Vipetofemvirus vipetofem","Vipetofemvirus","Unknown",85371
"2727","NC_003860.1","DNA","ssDNA(+/-)","Squash yellow mild mottle virus","Squash yellow mild mottle virus","Begomovirus","Geminiviridae",2662
"2728","NC_075098.1","DNA","ssDNA","Tomato leaf curl Bangladesh betasatellite","Tomato leaf curl Bangladesh betasatellite","Betasatellite","Tolecusatellitidae",1383
"2729","NC_074646.1","DNA","dsDNA","Saline Natrinema sp. J7-1 virus 2","Betapleolipovirus SNJ2","Betapleolipovirus","Pleolipoviridae",16992
"2730","NC_008940.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",3140
"2731","NC_042007.1","DNA","dsDNA","Acinetobacter phage vB_ApiP_P2","Friunavirus P2","Friunavirus","Autographiviridae",41514
"2732","NC_031081.1","DNA","dsDNA","Escherichia phage Envy","Escherichia phage Envy","Dhillonvirus","Unknown",45206
"2733","NC_077148.1","DNA","ssDNA(+/-)","Newlavirus","Newlavirus","Protoparvovirus","Parvoviridae",4772
"2734","NC_017001.1","DNA","ssDNA(+/-)","Macroptilium yellow net virus","Macroptilium yellow net virus","Begomovirus","Geminiviridae",2620
"2735","NC_051680.1","DNA","dsDNA","Mycobacterium phage Mantra","Cheoctovirus mantra","Cheoctovirus","Unknown",57001
"2736","NC_055894.1","DNA","dsDNA","uncultured phage cr6_1","Afonbuvirus faecalis","Afonbuvirus","Suoliviridae",97422
"2737","NC_054989.1","DNA","dsDNA","Brevibacterium phage AGM1","Agmunavirus AGM1","Agmunavirus","Unknown",36032
"2738","NC_020848.1","DNA","dsDNA","Vibrio phage VBP47","Stoningtonvirus VBP47","Stoningtonvirus","Schitoviridae",76705
"2739","NC_070699.1","DNA","dsDNA","Streptococcus phage P7152","Streptococcus phage P7152","Moineauvirus","Aliceevansviridae",35663
"2740","NC_029028.1","DNA","dsDNA","Enterobacteria phage JenP1","Nonagvirus JenP1","Nonagvirus","Unknown",60754
"2741","NC_021341.1","DNA","ssDNA(+/-)","Tomato yellow leaf curl Yunnan virus","Tomato yellow leaf curl Yunnan virus","Begomovirus","Geminiviridae",2754
"2742","NC_035888.1","DNA","ssDNA(+/-)","Tobacco leaf curl Cuba virus","Tobacco leaf curl Cuba virus","Begomovirus","Geminiviridae",2567
"2743","NC_028912.1","DNA","dsDNA","Mycobacterium phage Swirley","Benedictvirus swirley","Benedictvirus","Unknown",49717
